ticket_id,title,description,category,priority,resolution_hint,language,source,title_clean,description_clean,text
TRX-1414,Faux positif antivirus,Logiciel métier bloqué à tort.,security,medium,Whitelist contrôlée après analyse.,fr,synthetic_tritux_v1,faux positif antivirus,logiciel métier bloqué à tort.,faux positif antivirus logiciel métier bloqué à tort.
TRX-1192,Écran secondaire scintille,Moniteur HDMI scintille via dock USB-C.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille,moniteur hdmi scintille via dock usb-c.,écran secondaire scintille moniteur hdmi scintille via dock usb-c.
TRX-1392,Question politique télétravail Urgent pour une livraison client.,Jours autorisés hors site? Deadline aujourd'hui 17h.,other,low,Consulter RH / intranet.,fr,synthetic_tritux_v1,question politique télétravail urgent pour une livraison client.,jours autorisés hors site deadline aujourd hui 17h.,question politique télétravail urgent pour une livraison client. jours autorisés hors site deadline aujourd hui 17h.
TRX-1227,Imprimante bureau n'imprime pas En télétravail uniquement.,"Travaux en file d'attente, status offline. Sur site le problème n'apparaît pas.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1,imprimante bureau n imprime pas en télétravail uniquement.,travaux en file d attente status offline. sur site le problème n apparaît pas.,imprimante bureau n imprime pas en télétravail uniquement. travaux en file d attente status offline. sur site le problème n apparaît pas.
TRX-1027,Impossible d'accéder au partage réseau Problème reproduit sur 2 postes.,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé. Captures d'écran disponibles.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1,impossible d accéder au partage réseau problème reproduit sur 2 postes.,tritux-fs01 projets inaccessible erreur d accès refusé. captures d écran disponibles.,impossible d accéder au partage réseau problème reproduit sur 2 postes. tritux-fs01 projets inaccessible erreur d accès refusé. captures d écran disponibles.
TRX-1224,Imprimante bureau n'imprime pas Urgent pour une livraison client.,"Travaux en file d'attente, status offline. Deadline aujourd'hui 17h.",hardware,medium,"Redémarrer spooler, vérifier IP imprimante.",fr,synthetic_tritux_v1,imprimante bureau n imprime pas urgent pour une livraison client.,travaux en file d attente status offline. deadline aujourd hui 17h.,imprimante bureau n imprime pas urgent pour une livraison client. travaux en file d attente status offline. deadline aujourd hui 17h.
TRX-1103,Lien suspect dans Teams Merci de traiter rapidement.,Collègue a collé un lien raccourci douteux. Impact sur mon activité quotidienne.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1,lien suspect dans teams merci de traiter rapidement.,collègue a collé un lien raccourci douteux. impact sur mon activité quotidienne.,lien suspect dans teams merci de traiter rapidement. collègue a collé un lien raccourci douteux. impact sur mon activité quotidienne.
TRX-1213,Batterie PC portable se décharge vite Problème reproduit sur 2 postes.,Autonomie < 1h alors que neuve il y a 2 ans. Captures d'écran disponibles.,hardware,medium,"Diagnostic batterie, remplacement si usée.",fr,synthetic_tritux_v1,batterie pc portable se décharge vite problème reproduit sur 2 postes.,autonomie 1h alors que neuve il y a 2 ans. captures d écran disponibles.,batterie pc portable se décharge vite problème reproduit sur 2 postes. autonomie 1h alors que neuve il y a 2 ans. captures d écran disponibles.
TRX-1025,Impossible d'accéder au partage réseau Merci de traiter rapidement.,"\\tritux-fs01\projets inaccessible, erreur d'accès refusé. Impact sur mon activité quotidienne.",network,medium,Vérifier droits SMB et VPN si hors site.,fr,synthetic_tritux_v1,impossible d accéder au partage réseau merci de traiter rapidement.,tritux-fs01 projets inaccessible erreur d accès refusé. impact sur mon activité quotidienne.,impossible d accéder au partage réseau merci de traiter rapidement. tritux-fs01 projets inaccessible erreur d accès refusé. impact sur mon activité quotidienne.
TRX-1297,Double authentification à configurer Problème reproduit sur 2 postes.,Onboarding: activer MFA obligatoire. Captures d'écran disponibles.,account,medium,Guide enrollment Authenticator.,fr,synthetic_tritux_v1,double authentification à configurer problème reproduit sur 2 postes.,onboarding activer mfa obligatoire. captures d écran disponibles.,double authentification à configurer problème reproduit sur 2 postes. onboarding activer mfa obligatoire. captures d écran disponibles.
TRX-1167,OneDrive synchronisation bloquée En télétravail uniquement.,"Icône rouge, fichiers hors ligne non sync. Sur site le problème n'apparaît pas.",software,medium,"Reset OneDrive, espace disque, droits.",fr,synthetic_tritux_v1,onedrive synchronisation bloquée en télétravail uniquement.,icône rouge fichiers hors ligne non sync. sur site le problème n apparaît pas.,onedrive synchronisation bloquée en télétravail uniquement. icône rouge fichiers hors ligne non sync. sur site le problème n apparaît pas.
TRX-1396,Suggestion amélioration helpdesk,Ajouter FAQ visible avant ticket.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk,ajouter faq visible avant ticket.,suggestion amélioration helpdesk ajouter faq visible avant ticket.
TRX-1418,Câble réseau coupé open-space,Poste voisin aussi offline.,network,medium,Vérifier switch étage.,fr,synthetic_tritux_v1,câble réseau coupé open-space,poste voisin aussi offline.,câble réseau coupé open-space poste voisin aussi offline.
TRX-1415,Faux positif antivirus - besoin aide,Logiciel métier bloqué à tort. Occurrence #2.,security,medium,Whitelist contrôlée après analyse.,fr,synthetic_tritux_v1,faux positif antivirus - besoin aide,logiciel métier bloqué à tort. occurrence 2.,faux positif antivirus - besoin aide logiciel métier bloqué à tort. occurrence 2.
TRX-1105,Lien suspect dans Teams Problème reproduit sur 2 postes.,Collègue a collé un lien raccourci douteux. Captures d'écran disponibles.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1,lien suspect dans teams problème reproduit sur 2 postes.,collègue a collé un lien raccourci douteux. captures d écran disponibles.,lien suspect dans teams problème reproduit sur 2 postes. collègue a collé un lien raccourci douteux. captures d écran disponibles.
TRX-1247,Casque audio crackle Merci de traiter rapidement.,Bruits parasites sur casque USB. Impact sur mon activité quotidienne.,hardware,low,"Changer port USB, pilote audio.",fr,synthetic_tritux_v1,casque audio crackle merci de traiter rapidement.,bruits parasites sur casque usb. impact sur mon activité quotidienne.,casque audio crackle merci de traiter rapidement. bruits parasites sur casque usb. impact sur mon activité quotidienne.
TRX-1090,MFA ne fonctionne plus,Codes Authenticator incorrects pour la connexion Office.,security,high,Resynchroniser MFA / réenregistrer appareil.,fr,synthetic_tritux_v1,mfa ne fonctionne plus,codes authenticator incorrects pour la connexion office.,mfa ne fonctionne plus codes authenticator incorrects pour la connexion office.
TRX-1398,Suggestion amélioration helpdesk Urgent pour une livraison client.,Ajouter FAQ visible avant ticket. Deadline aujourd'hui 17h.,other,low,Remonter product owner.,fr,synthetic_tritux_v1,suggestion amélioration helpdesk urgent pour une livraison client.,ajouter faq visible avant ticket. deadline aujourd hui 17h.,suggestion amélioration helpdesk urgent pour une livraison client. ajouter faq visible avant ticket. deadline aujourd hui 17h.
TRX-1168,PowerPoint police manquante,Présentation avec polices non installées.,software,low,Installer polices corporate Tritux.,fr,synthetic_tritux_v1,powerpoint police manquante,présentation avec polices non installées.,powerpoint police manquante présentation avec polices non installées.
TRX-1292,Accès VPN non provisionné Depuis la dernière mise à jour Windows.,Compte ok mais groupe VPN manquant. Aucun changement matériel de mon côté.,account,high,Ajouter au groupe VPN-Users.,fr,synthetic_tritux_v1,accès vpn non provisionné depuis la dernière mise à jour windows.,compte ok mais groupe vpn manquant. aucun changement matériel de mon côté.,accès vpn non provisionné depuis la dernière mise à jour windows. compte ok mais groupe vpn manquant. aucun changement matériel de mon côté.
TRX-1306,Profil Windows corrompu,Impossible de charger le profil local.,account,high,"Nouveau profil temporaire, migration data.",fr,synthetic_tritux_v1,profil windows corrompu,impossible de charger le profil local.,profil windows corrompu impossible de charger le profil local.
TRX-1048,Proxy bloque certains sites pro,Accès refusé via proxy pour un outil SaaS métier.,network,medium,Demander exception proxy / whitelist.,fr,synthetic_tritux_v1,proxy bloque certains sites pro,accès refusé via proxy pour un outil saas métier.,proxy bloque certains sites pro accès refusé via proxy pour un outil saas métier.
TRX-1104,Lien suspect dans Teams Urgent pour une livraison client.,Collègue a collé un lien raccourci douteux. Deadline aujourd'hui 17h.,security,high,"Ne pas ouvrir, signaler au SOC Tritux.",fr,synthetic_tritux_v1,lien suspect dans teams urgent pour une livraison client.,collègue a collé un lien raccourci douteux. deadline aujourd hui 17h.,lien suspect dans teams urgent pour une livraison client. collègue a collé un lien raccourci douteux. deadline aujourd hui 17h.
TRX-1196,Écran secondaire scintille Depuis la dernière mise à jour Windows.,Moniteur HDMI scintille via dock USB-C. Aucun changement matériel de mon côté.,hardware,low,"Tester câble, port, MAJ GPU.",fr,synthetic_tritux_v1,écran secondaire scintille depuis la dernière mise à jour windows.,moniteur hdmi scintille via dock usb-c. aucun changement matériel de mon côté.,écran secondaire scintille depuis la dernière mise à jour windows. moniteur hdmi scintille via dock usb-c. aucun changement matériel de mon côté.
TRX-1062,Email de phishing suspect reçu Urgent pour une livraison client.,Mail demandant de saisir mon mot de passe SSO via un lien externe. Deadline aujourd'hui 17h.,security,urgent,"Ne pas cliquer, signaler phishing, reset MDP si cliqué.",fr,synthetic_tritux_v1,email de phishing suspect reçu urgent pour une livraison client.,mail demandant de saisir mon mot de passe sso via un lien externe. deadline aujourd hui 17h.,email de phishing suspect reçu urgent pour une livraison client. mail demandant de saisir mon mot de passe sso via un lien externe. deadline aujourd hui 17h.
TRX-1121,Outlook ne démarre plus Merci de traiter rapidement.,Outlook plante au lancement avec erreur 0x8004010F. Impact sur mon activité quotidienne.,software,high,"Réparer Office, mode sans échec, nouveau profil.",fr,synthetic_tritux_v1,outlook ne démarre plus merci de traiter rapidement.,outlook plante au lancement avec erreur 0x8004010f. impact sur mon activité quotidienne.,outlook ne démarre plus merci de traiter rapidement. outlook plante au lancement avec erreur 0x8004010f. impact sur mon activité quotidienne.
TRX-1147,Installation Docker Desktop bloquée Problème reproduit sur 2 postes.,"Besoin Docker pour le projet, droits insuffisants. Captures d'écran disponibles.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1,installation docker desktop bloquée problème reproduit sur 2 postes.,besoin docker pour le projet droits insuffisants. captures d écran disponibles.,installation docker desktop bloquée problème reproduit sur 2 postes. besoin docker pour le projet droits insuffisants. captures d écran disponibles.
TRX-1146,Installation Docker Desktop bloquée Urgent pour une livraison client.,"Besoin Docker pour le projet, droits insuffisants. Deadline aujourd'hui 17h.",software,medium,Demande logiciel + validation sécurité.,fr,synthetic_tritux_v1,installation docker desktop bloquée urgent pour une livraison client.,besoin docker pour le projet droits insuffisants. deadline aujourd hui 17h.,installation docker desktop bloquée urgent pour une livraison client. besoin docker pour le projet droits insuffisants. deadline aujourd hui 17h.
